Ingreso,Ingreso específico,Valor,Código de entidad,Código de sector,Sector,Entidad,Año
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",OTROS INGRESOS,24805019892.0,2309,23,Tecnologías de la información y las comunicaciones,Agencia nacional del espectro - ane,2017
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
","TASAS, MULTAS Y CONTRIBUCIONES",233087857317.0,2310,23,Tecnologías de la información y las comunicaciones,ANTV,2017
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",OTROS INGRESOS,520000000.0,2310,23,Tecnologías de la información y las comunicaciones,ANTV,2017
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,53427400000.0,2310,23,Tecnologías de la información y las comunicaciones,ANTV,2017
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
","TASAS, MULTAS Y CONTRIBUCIONES",423364416539.0,2402,24,Transporte,Instituto nacional de vías,2017
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,279804498002.0,2402,24,Transporte,Instituto nacional de vías,2017
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",VENTA DE BIENES Y SERVICIOS,388172800000.0,2412,24,Transporte,Unidad administrativa especial de la aeronáutica civil,2017
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",OTROS INGRESOS,608176229533.0,2412,24,Transporte,Unidad administrativa especial de la aeronáutica civil,2017
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,252547300000.0,2412,24,Transporte,Unidad administrativa especial de la aeronáutica civil,2017
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
","TASAS, MULTAS Y CONTRIBUCIONES",684000000.0,2413,24,Transporte,Agencia nacional de infraestructura,2017
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",OTROS INGRESOS,262438200000.0,2413,24,Transporte,Agencia nacional de infraestructura,2017
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,192000000.0,2413,24,Transporte,Agencia nacional de infraestructura,2017
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",FONDOS ESPECIALES,116647608319.0,2416,24,Transporte,Agencia nacional de seguridad vial,2017
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
","TASAS, MULTAS Y CONTRIBUCIONES",44924112150.0,2417,24,Transporte,Superintendencia de puertos y transporte,2017
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",VENTA DE BIENES Y SERVICIOS,456000000.0,2602,26,Organismos de control,Fondo de bienestar social de la contraloría general de la república,2017
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",OTROS INGRESOS,24449471725.0,2602,26,Organismos de control,Fondo de bienestar social de la contraloría general de la república,2017
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",VENTA DE BIENES Y SERVICIOS,53614352174.0,2802,28,Registraduría,Fondo rotatorio de la registraduría,2017
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
","TASAS, MULTAS Y CONTRIBUCIONES",424006896.0,2802,28,Registraduría,Fondo rotatorio de la registraduría,2017
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",OTROS INGRESOS,31698878.0,2802,28,Registraduría,Fondo rotatorio de la registraduría,2017
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,22210496023.0,2802,28,Registraduría,Fondo rotatorio de la registraduría,2017
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,15741704000.0,2803,28,Registraduría,Fondo social de vivienda de la registraduría nacional del estado civil,2017
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",VENTA DE BIENES Y SERVICIOS,431109309.0,2902,29,Fiscalía,Instituto nacional de medicina legal y ciencias forenses,2017
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",APORTES DE OTRAS ENTIDADES,9000000000.0,2902,29,Fiscalía,Instituto nacional de medicina legal y ciencias forenses,2017
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",OTROS INGRESOS,625215464.0,2902,29,Fiscalía,Instituto nacional de medicina legal y ciencias forenses,2017
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,725105000.0,2902,29,Fiscalía,Instituto nacional de medicina legal y ciencias forenses,2017
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",VENTA DE BIENES Y SERVICIOS,3114000000.0,3202,32,Ambiente y desarrollo sostenible,"Instituto de hidrología, meteorología y estudios ambientales- ideam",2017
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",APORTES PATRONALES,2000000000.0,3202,32,Ambiente y desarrollo sostenible,"Instituto de hidrología, meteorología y estudios ambientales- ideam",2017
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",APORTES DE OTRAS ENTIDADES,1846363000.0,3202,32,Ambiente y desarrollo sostenible,"Instituto de hidrología, meteorología y estudios ambientales- ideam",2017
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,2735617000.0,3202,32,Ambiente y desarrollo sostenible,"Instituto de hidrología, meteorología y estudios ambientales- ideam",2017
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",VENTA DE BIENES Y SERVICIOS,6036000000.0,3204,32,Ambiente y desarrollo sostenible,Fondo nacional ambiental,2017
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
","TASAS, MULTAS Y CONTRIBUCIONES",38376841000.0,3204,32,Ambiente y desarrollo sostenible,Fondo nacional ambiental,2017
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,56548976000.0,3204,32,Ambiente y desarrollo sostenible,Fondo nacional ambiental,2017
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",VENTA DE BIENES Y SERVICIOS,5979062015.0,3304,33,"Ministerio de las culturas, las artes y los saberes",Archivo general de la nación,2017
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,3614400000.0,3304,33,"Ministerio de las culturas, las artes y los saberes",Archivo general de la nación,2017
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",VENTA DE BIENES Y SERVICIOS,3139079226.0,3305,33,"Ministerio de las culturas, las artes y los saberes",Instituto colombiano de antropología e historia,2017
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",OTROS INGRESOS,1240000000.0,3305,33,"Ministerio de las culturas, las artes y los saberes",Instituto colombiano de antropología e historia,2017
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",VENTA DE BIENES Y SERVICIOS,853058151.0,3307,33,"Ministerio de las culturas, las artes y los saberes",Instituto caro y cuervo,2017
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,93852630.0,3307,33,"Ministerio de las culturas, las artes y los saberes",Instituto caro y cuervo,2017
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",APORTES DE OTRAS ENTIDADES,820400000.0,3502,35,"Comercio, industria y turismo",Superintendencia de sociedades,2017
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
","TASAS, MULTAS Y CONTRIBUCIONES",120789975343.0,3502,35,"Comercio, industria y turismo",Superintendencia de sociedades,2017
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",OTROS INGRESOS,1976300000.0,3502,35,"Comercio, industria y turismo",Superintendencia de sociedades,2017
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,6884499990.0,3502,35,"Comercio, industria y turismo",Superintendencia de sociedades,2017
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
","TASAS, MULTAS Y CONTRIBUCIONES",106005696653.0,3503,35,"Comercio, industria y turismo",Superintendencia de industria y comercio,2017
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,50850000000.0,3503,35,"Comercio, industria y turismo",Superintendencia de industria y comercio,2017
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",VENTA DE BIENES Y SERVICIOS,6046650000.0,3504,35,"Comercio, industria y turismo",Unidad administrativa especial junta central contadores,2017
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",OTROS INGRESOS,6400000.0,3504,35,"Comercio, industria y turismo",Unidad administrativa especial junta central contadores,2017
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,14771000000.0,3504,35,"Comercio, industria y turismo",Unidad administrativa especial junta central contadores,2017
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",VENTA DE BIENES Y SERVICIOS,1603000000.0,3505,35,"Comercio, industria y turismo",Instituto nacional de metrología - inm,2017
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",VENTA DE BIENES Y SERVICIOS,20000000000.0,3602,36,Trabajo,Servicio nacional de aprendizaje (sena),2017
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
","TASAS, MULTAS Y CONTRIBUCIONES",18025000000.0,3602,36,Trabajo,Servicio nacional de aprendizaje (sena),2017
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",OTROS INGRESOS,101308058819.0,3602,36,Trabajo,Servicio nacional de aprendizaje (sena),2017
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",FONDOS ESPECIALES,287041616070.0,3602,36,Trabajo,Servicio nacional de aprendizaje (sena),2017
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,413020000000.0,3602,36,Trabajo,Servicio nacional de aprendizaje (sena),2017
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",C-CONTRIBUCIONES PARAFISCALES,957385000000.0,3602,36,Trabajo,Servicio nacional de aprendizaje (sena),2017
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",VENTA DE BIENES Y SERVICIOS,65050000000.0,3708,37,Interior,Unidad nacional de protección - unp,2017
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",VENTA DE BIENES Y SERVICIOS,49699114027.0,3801,38,Empleo público,Comisión nacional del servicio civil,2017
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,900000000.0,3801,38,Empleo público,Comisión nacional del servicio civil,2017
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",FONDOS ESPECIALES,45000000000.0,4104,41,Inclusión social y reconciliación,Unidad de atención y reparación integral a las víctimas,2017
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",OTROS INGRESOS,3447960082.0,4106,41,Inclusión social y reconciliación,Instituto colombiano de bienestar familiar,2017
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,715340695134.0,4106,41,Inclusión social y reconciliación,Instituto colombiano de bienestar familiar,2017
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",C-CONTRIBUCIONES PARAFISCALES,2063830483971.0,4106,41,Inclusión social y reconciliación,Instituto colombiano de bienestar familiar,2017
"I - INGRESOS DEL PRESUPUESTO NACIONAL
",INGRESOS CORRIENTES DE LA NACION,139248016000000.0,,,Nación,Nación,2018
"I - INGRESOS DEL PRESUPUESTO NACIONAL
",INGRESOS CORRIENTES DE LA NACION,739862000000.0,,,Nación,Nación,2018
"I - INGRESOS DEL PRESUPUESTO NACIONAL
",RECURSOS DE CAPITAL DE LA NACION,2988640062898.0,,,Nación,Nación,2018
"I - INGRESOS DEL PRESUPUESTO NACIONAL
",RECURSOS DE CAPITAL DE LA NACION,1930902079303.0,,,Nación,Nación,2018
"I - INGRESOS DEL PRESUPUESTO NACIONAL
",RECURSOS DE CAPITAL DE LA NACION,11720000000000.0,,,Nación,Nación,2018
"I - INGRESOS DEL PRESUPUESTO NACIONAL
",RECURSOS DE CAPITAL DE LA NACION,39000000000000.0,,,Nación,Nación,2018
"I - INGRESOS DEL PRESUPUESTO NACIONAL
",RECURSOS DE CAPITAL DE LA NACION,11844315219052.0,,,Nación,Nación,2018
"I - INGRESOS DEL PRESUPUESTO NACIONAL
",RECURSOS DE CAPITAL DE LA NACION,567546743503.0,,,Nación,Nación,2018
"I - INGRESOS DEL PRESUPUESTO NACIONAL
",RECURSOS DE CAPITAL DE LA NACION,201117820542.0,,,Nación,Nación,2018
"I - INGRESOS DEL PRESUPUESTO NACIONAL
",RENTAS PARAFISCALES,1933745679865.0,,,Nación,Nación,2018
"I - INGRESOS DEL PRESUPUESTO NACIONAL
",FONDOS ESPECIALES,11372146375984.0,,,Nación,Nación,2018
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,159979000000.0,209,2,Presidencia de la república,"Agencia presidencial de cooperación internacional de colombia, apc - colombia",2018
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,1254000000.0,213,2,Presidencia de la república,Agencia nacional inmobiliaria virgilio barco vargas,2018
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
","TASAS, MULTAS Y CONTRIBUCIONES",115476301000.0,324,3,Planeación,Superintendencia de servicios públicos domiciliarios,2018
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",VENTA DE BIENES Y SERVICIOS,8373239420.0,402,4,Información estadística,Fondo rotatorio del dane,2018
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",OTROS INGRESOS,109000000.0,402,4,Información estadística,Fondo rotatorio del dane,2018
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,621000000.0,402,4,Información estadística,Fondo rotatorio del dane,2018
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",VENTA DE BIENES Y SERVICIOS,47126154811.0,403,4,Información estadística,Instituto geográfico agustín codazzi - igac,2018
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",OTROS INGRESOS,38800000.0,403,4,Información estadística,Instituto geográfico agustín codazzi - igac,2018
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,618000000.0,403,4,Información estadística,Instituto geográfico agustín codazzi - igac,2018
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",VENTA DE BIENES Y SERVICIOS,35947979689.0,503,5,Empleo público,Escuela superior de administración pública (esap),2018
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
","TASAS, MULTAS Y CONTRIBUCIONES",279777623.0,503,5,Empleo público,Escuela superior de administración pública (esap),2018
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",OTROS INGRESOS,2657605000.0,503,5,Empleo público,Escuela superior de administración pública (esap),2018
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,265741611185.0,503,5,Empleo público,Escuela superior de administración pública (esap),2018
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",C-CONTRIBUCIONES PARAFISCALES,142935320000.0,503,5,Empleo público,Escuela superior de administración pública (esap),2018
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",VENTA DE BIENES Y SERVICIOS,224912000000.0,1102,11,Relaciones exteriores,Fondo rotatorio del ministerio de relaciones exteriores,2018
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,6148000000.0,1102,11,Relaciones exteriores,Fondo rotatorio del ministerio de relaciones exteriores,2018
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
","TASAS, MULTAS Y CONTRIBUCIONES",31267000000.0,1104,11,Relaciones exteriores,Unidad administrativa especial migración colombia,2018
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,6264000000.0,1104,11,Relaciones exteriores,Unidad administrativa especial migración colombia,2018
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",APORTES DE OTRAS ENTIDADES,12211000000.0,1204,12,Justicia y del derecho,Superintendencia de notariado y registro,2018
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
","TASAS, MULTAS Y CONTRIBUCIONES",252000000000.0,1204,12,Justicia y del derecho,Superintendencia de notariado y registro,2018
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",OTROS INGRESOS,6571285932.0,1204,12,Justicia y del derecho,Superintendencia de notariado y registro,2018
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",FONDOS ESPECIALES,58529596736.0,1204,12,Justicia y del derecho,Superintendencia de notariado y registro,2018
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,506391319.0,1204,12,Justicia y del derecho,Superintendencia de notariado y registro,2018
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",OTROS INGRESOS,36050000.0,1208,12,Justicia y del derecho,Instituto nacional penitenciario y carcelario - inpec,2018
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",FONDOS ESPECIALES,99497362825.0,1208,12,Justicia y del derecho,Instituto nacional penitenciario y carcelario - inpec,2018
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,362073655.0,1208,12,Justicia y del derecho,Instituto nacional penitenciario y carcelario - inpec,2018
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",VENTA DE BIENES Y SERVICIOS,6000000.0,1309,13,Hacienda,Superintendencia de la economía solidaria,2018
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
","TASAS, MULTAS Y CONTRIBUCIONES",15316277178.0,1309,13,Hacienda,Superintendencia de la economía solidaria,2018
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,11128800037.0,1309,13,Hacienda,Superintendencia de la economía solidaria,2018
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",APORTES DE OTRAS ENTIDADES,3500000000.0,1310,13,Hacienda,Unidad administrativa especial dirección de impuestos y aduanas nacionales,2018
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",OTROS INGRESOS,397200000.0,1310,13,Hacienda,Unidad administrativa especial dirección de impuestos y aduanas nacionales,2018
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,2251500000.0,1310,13,Hacienda,Unidad administrativa especial dirección de impuestos y aduanas nacionales,2018
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",VENTA DE BIENES Y SERVICIOS,5000000.0,1313,13,Hacienda,Superintendencia financiera de colombia,2018
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
","TASAS, MULTAS Y CONTRIBUCIONES",189762130812.0,1313,13,Hacienda,Superintendencia financiera de colombia,2018
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",OTROS INGRESOS,100000000.0,1313,13,Hacienda,Superintendencia financiera de colombia,2018
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,29447703698.0,1313,13,Hacienda,Superintendencia financiera de colombia,2018
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",APORTES DE AFILIADOS,188219181000.0,1503,15,Defensa y policía,Caja de retiro de las fuerzas militares,2018
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
","TASAS, MULTAS Y CONTRIBUCIONES",43176689000.0,1503,15,Defensa y policía,Caja de retiro de las fuerzas militares,2018
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",OTROS INGRESOS,7202379000.0,1503,15,Defensa y policía,Caja de retiro de las fuerzas militares,2018
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,9396033000.0,1503,15,Defensa y policía,Caja de retiro de las fuerzas militares,2018
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",OPERACIONES COMERCIALES,3936000000.0,1507,15,Defensa y policía,Instituto casas fiscales del ejército,2018
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",APORTES DE OTRAS ENTIDADES,5100000000.0,1507,15,Defensa y policía,Instituto casas fiscales del ejército,2018
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
","TASAS, MULTAS Y CONTRIBUCIONES",15358000000.0,1507,15,Defensa y policía,Instituto casas fiscales del ejército,2018
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",OTROS INGRESOS,11531000000.0,1507,15,Defensa y policía,Instituto casas fiscales del ejército,2018
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,3149000000.0,1507,15,Defensa y policía,Instituto casas fiscales del ejército,2018
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",VENTA DE BIENES Y SERVICIOS,5565000000.0,1508,15,Defensa y policía,"Defensa civil colombiana, guillermo león valencia",2018
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,340000000.0,1508,15,Defensa y policía,"Defensa civil colombiana, guillermo león valencia",2018
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",OPERACIONES COMERCIALES,24302277122.0,1510,15,Defensa y policía,Club militar de oficiales,2018
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",OTROS INGRESOS,21237650000.0,1510,15,Defensa y policía,Club militar de oficiales,2018
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,300000000.0,1510,15,Defensa y policía,Club militar de oficiales,2018
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",VENTA DE BIENES Y SERVICIOS,81000000.0,1511,15,Defensa y policía,Caja de sueldos de retiro de la policía nacional,2018
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",APORTES DE AFILIADOS,186425471000.0,1511,15,Defensa y policía,Caja de sueldos de retiro de la policía nacional,2018
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
","TASAS, MULTAS Y CONTRIBUCIONES",32480461000.0,1511,15,Defensa y policía,Caja de sueldos de retiro de la policía nacional,2018
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",OTROS INGRESOS,10988000000.0,1511,15,Defensa y policía,Caja de sueldos de retiro de la policía nacional,2018
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,24464177000.0,1511,15,Defensa y policía,Caja de sueldos de retiro de la policía nacional,2018
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",VENTA DE BIENES Y SERVICIOS,76407000000.0,1512,15,Defensa y policía,Fondo rotatorio de la policía,2018
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",OPERACIONES COMERCIALES,65639000000.0,1512,15,Defensa y policía,Fondo rotatorio de la policía,2018
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
","TASAS, MULTAS Y CONTRIBUCIONES",351000000.0,1512,15,Defensa y policía,Fondo rotatorio de la policía,2018
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",OTROS INGRESOS,95601000000.0,1512,15,Defensa y policía,Fondo rotatorio de la policía,2018
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
","TASAS, MULTAS Y CONTRIBUCIONES",25712000000.0,1516,15,Defensa y policía,Superintendencia de vigilancia y seguridad privada,2018
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",VENTA DE BIENES Y SERVICIOS,350884134000.0,1519,15,Defensa y policía,Hospital militar,2018
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",OTROS INGRESOS,4916638000.0,1519,15,Defensa y policía,Hospital militar,2018
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,33526569000.0,1519,15,Defensa y policía,Hospital militar,2018
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",VENTA DE BIENES Y SERVICIOS,284148000000.0,1520,15,Defensa y policía,Agencia logística de las fuerzas militares,2018
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",OPERACIONES COMERCIALES,303338000000.0,1520,15,Defensa y policía,Agencia logística de las fuerzas militares,2018
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",OTROS INGRESOS,27000000.0,1520,15,Defensa y policía,Agencia logística de las fuerzas militares,2018
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",VENTA DE BIENES Y SERVICIOS,43268700000.0,1702,17,Agricultura y desarrollo rural,Instituto colombiano agropecuario (ica),2018
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",APORTES DE OTRAS ENTIDADES,2000000000.0,1702,17,Agricultura y desarrollo rural,Instituto colombiano agropecuario (ica),2018
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",OTROS INGRESOS,2722000000.0,1702,17,Agricultura y desarrollo rural,Instituto colombiano agropecuario (ica),2018
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,13026000000.0,1702,17,Agricultura y desarrollo rural,Instituto colombiano agropecuario (ica),2018
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",VENTA DE BIENES Y SERVICIOS,2794700000.0,1715,17,Agricultura y desarrollo rural,Autoridad nacional de acuicultura y pesca - aunap,2018
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",VENTA DE BIENES Y SERVICIOS,2100000000.0,1717,17,Agricultura y desarrollo rural,Agencia nacional de tierras - ant,2018
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",VENTA DE BIENES Y SERVICIOS,1499000000.0,1718,17,Agricultura y desarrollo rural,Agencia de desarrollo rural - adr,2018
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,1598700000.0,1718,17,Agricultura y desarrollo rural,Agencia de desarrollo rural - adr,2018
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",VENTA DE BIENES Y SERVICIOS,4098908237.0,1903,19,Salud y protección social,Instituto nacional de salud (ins),2018
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,1049237763.0,1903,19,Salud y protección social,Instituto nacional de salud (ins),2018
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
","TASAS, MULTAS Y CONTRIBUCIONES",83970965000.0,1910,19,Salud y protección social,Superintendencia nacional de salud,2018
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,50000000000.0,1910,19,Salud y protección social,Superintendencia nacional de salud,2018
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",VENTA DE BIENES Y SERVICIOS,14428240.0,1912,19,Salud y protección social,Instituto nacional de vigilancia de medicamentos y alimentos - invima,2018
